mode,shock,boundary,D_star,omega,effective_rank,sigma_min,condition_number
coupled,0.0,0.5993293994734372,2.8000000000000003,0.24430846145820173,2.909068811804498,0.018409034857984882,76.75237579928678
coupled,0.1,0.49932939947343724,2.8000000000000003,0.23844012516114876,2.9760701585186555,0.021245644131080165,69.58277973768662
coupled,0.2,0.3993293994734372,2.8000000000000003,0.23364126109395694,3.0203115096171724,0.02363196879319452,65.87336470488114
coupled,0.3,0.29932939947343723,2.8000000000000003,0.22997078986004119,3.0452480320562643,0.02541931058184304,64.99599292012272
coupled,0.4,0.1993293994734372,2.8000000000000003,0.22709372078112283,3.05480735438997,0.026794628029126952,66.12209943691836
coupled,0.5,0.09932939947343722,2.8000000000000003,0.2232116137299241,3.0543539746309882,0.028780762953090653,67.15766216684496
