stage,mode,N,beta_V,beta_V_LCB,beta_O,beta_O_LCB,K_V_08,K_O_08,R_lambda_OOD,R_lambda_OOD_UCB,R_CIC,R_CIC_UCB,kernel_ratio,representation_pass,technical_pass,positive_probability
confirmatory,shared_boundary,200,0.9959318924709624,0.9850631206518732,1.0001221296823843,0.9875607577419304,0.7807945424713648,0.7764041017292357,0.9069090493618728,0.9294344096074016,0.4950731129020667,0.5574888208215732,1.0081984409065738,False,True,1.0
confirmatory,separate_boundary,200,0.9954376269894584,0.9843487695015276,-0.002842746386293,-0.0073086056184876,0.7768068578929376,0.0013341977611781,0.956110450575454,0.9809049987260268,0.9950570263201616,1.0,,False,True,0.0
confirmatory,common_driver,200,6.646451860606042e-05,-0.0045029406350143,0.0017708757105222,-0.0027921702489838,-0.000809541480226,0.0023211924159805,0.9101459418202306,0.9362732560926492,0.9985582886457391,1.0,,False,True,0.0
confirmatory,viability_only,200,0.987204779667965,0.9743324434889804,0.0008942708666365,-0.0033082138319565,0.7729102168620234,0.0004654960634777,0.9193808485989514,0.9427123634882482,0.9994873065323908,1.0,,False,True,0.0
confirmatory,observability_only,200,0.0004468355115532,-0.0038901042475558,1.0019400045390057,0.9904874605118578,-0.0008552064943114,0.7822350006914394,0.9265527654663558,0.949263313181429,0.9967913758639508,1.0,,False,True,0.0
confirmatory,null,200,0.0019997837519364,-0.0022075167369452,-0.004785880525086,-0.0093035222961856,0.0009184056691583,-0.0005940490698231,0.9064553760023636,0.9279535507465454,0.9999499049758964,1.0,,False,True,0.0
confirmatory,adversarial_mimic,200,0.0017534690786006,-0.0028300077149529,-0.0004078525888328,-0.0042108265394111,-0.0013618504775923,-0.0016703316259993,0.9138257515517768,0.9366955186874586,0.9953519595935624,1.0,,False,True,0.0
confirmatory,adversarial_clamp_mimic,200,0.9943664637289148,0.9520992829727752,0.9920538433618076,0.9436548291511768,0.7705800057507358,0.7743546114831682,0.970383814810386,1.0038062307576945,0.9999998322985733,1.0,1.0673804063917405,False,False,0.0
